Date,Open,High,Low,Close,Adj Close,Volume
1995-01-01,14.090000,14.710000,10.760000,11.960000,11.960000,0
1995-02-01,11.740000,13.010000,10.510000,11.750000,11.750000,0
1995-03-01,11.490000,14.770000,10.790000,13.370000,13.370000,0
1995-04-01,12.520000,14.480000,10.950000,11.750000,11.750000,0
1995-05-01,11.210000,13.600000,10.080000,12.850000,12.850000,0
1995-06-01,12.160000,14.050000,10.360000,11.380000,11.380000,0
1995-07-01,11.360000,15.260000,10.920000,13.490000,13.490000,0
1995-08-01,13.440000,14.490000,11.360000,11.520000,11.520000,0
1995-09-01,11.150000,13.950000,10.190000,12.740000,12.740000,0
1995-10-01,12.400000,16.990000,12.290000,13.830000,13.830000,0
1995-11-01,13.980000,14.100000,10.570000,11.580000,11.580000,0
1995-12-01,11.120000,15.420000,10.060000,12.520000,12.520000,0
1996-01-01,13.390000,16.870001,11.230000,12.530000,12.530000,0
1996-02-01,11.440000,17.389999,11.110000,17.040001,17.040001,0
1996-03-01,17.129999,21.360001,14.980000,18.879999,18.879999,0
1996-04-01,18.420000,21.090000,13.990000,15.830000,15.830000,0
1996-05-01,15.890000,18.959999,14.560000,16.070000,16.070000,0
1996-06-01,16.799999,18.879999,13.550000,13.680000,13.680000,0
1996-07-01,13.830000,27.049999,13.750000,19.459999,19.459999,0
1996-08-01,19.389999,19.389999,13.220000,17.010000,17.010000,0
1996-09-01,19.780001,20.530001,14.550000,16.950001,16.950001,0
1996-10-01,16.900000,19.209999,14.630000,18.110001,18.110001,0
1996-11-01,17.290001,18.610001,13.450000,17.139999,17.139999,0
1996-12-01,18.660000,22.129999,16.830000,20.920000,20.920000,0
1997-01-01,21.540001,22.799999,16.360001,19.469999,19.469999,0
1997-02-01,19.889999,21.549999,18.709999,21.100000,21.100000,0
1997-03-01,21.889999,22.440001,17.299999,22.139999,22.139999,0
1997-04-01,22.850000,23.040001,17.570000,20.059999,20.059999,0
1997-05-01,20.180000,22.260000,17.280001,19.190001,19.190001,0
1997-06-01,21.080000,22.280001,18.200001,21.530001,21.530001,0
1997-07-01,21.540001,23.709999,17.820000,21.480000,21.480000,0
1997-08-01,21.290001,26.309999,19.330000,24.760000,24.760000,0
1997-09-01,25.850000,27.330000,21.430000,22.910000,22.910000,0
1997-10-01,22.950001,48.639999,19.280001,35.090000,35.090000,0
1997-11-01,32.180000,38.459999,26.420000,27.430000,27.430000,0
1997-12-01,27.860001,33.080002,20.410000,24.010000,24.010000,0
1998-01-01,24.340000,31.080000,20.549999,21.469999,21.469999,0
1998-02-01,21.320000,21.900000,18.389999,18.549999,18.549999,0
1998-03-01,18.969999,24.920000,17.580000,24.219999,24.219999,0
1998-04-01,24.850000,27.469999,19.250000,21.180000,21.180000,0
1998-05-01,20.719999,25.100000,18.600000,21.320000,21.320000,0
1998-06-01,22.709999,26.490000,18.930000,19.709999,19.709999,0
1998-07-01,18.990000,26.680000,16.100000,24.799999,24.799999,0
1998-08-01,26.150000,45.020000,25.350000,44.279999,44.279999,0
1998-09-01,41.740002,48.060001,32.439999,40.950001,40.950001,0
1998-10-01,41.900002,49.529999,27.540001,28.049999,28.049999,0
1998-11-01,28.309999,30.559999,21.240000,26.010000,26.010000,0
1998-12-01,27.379999,31.670000,20.080000,24.420000,24.420000,0
1999-01-01,25.379999,33.660000,21.379999,26.250000,26.250000,0
1999-02-01,27.209999,31.750000,25.219999,27.879999,27.879999,0
1999-03-01,29.340000,29.900000,22.000000,23.260000,23.260000,0
1999-04-01,22.870001,26.500000,20.469999,25.070000,25.070000,0
1999-05-01,24.410000,29.620001,24.049999,25.389999,25.389999,0
1999-06-01,27.120001,27.990000,20.670000,21.090000,21.090000,0
1999-07-01,20.570000,25.740000,17.070000,24.639999,24.639999,0
1999-08-01,25.750000,30.000000,20.120001,24.450001,24.450001,0
1999-09-01,23.860001,29.209999,20.870001,25.410000,25.410000,0
1999-10-01,25.580000,29.809999,20.299999,22.200001,22.200001,0
1999-11-01,22.700001,24.290001,18.639999,24.180000,24.180000,0
1999-12-01,23.410000,25.200001,18.690001,24.639999,24.639999,0
2000-01-01,24.360001,29.000000,19.510000,24.950001,24.950001,0
2000-02-01,24.430000,28.120001,20.690001,23.370001,23.370001,0
2000-03-01,22.650000,25.870001,19.190001,24.110001,24.110001,0
2000-04-01,24.990000,34.310001,23.250000,26.200001,26.200001,0
2000-05-01,26.070000,32.889999,23.230000,23.650000,23.650000,0
2000-06-01,23.200001,25.010000,19.389999,19.540001,19.540001,0
2000-07-01,20.510000,21.650000,18.770000,20.740000,20.740000,0
2000-08-01,20.660000,20.840000,16.280001,16.840000,16.840000,0
2000-09-01,16.809999,22.660000,16.469999,20.570000,20.570000,0
2000-10-01,20.980000,30.799999,20.410000,23.629999,23.629999,0
2000-11-01,24.070000,31.110001,23.510000,29.650000,29.650000,0
2000-12-01,28.309999,32.320000,22.379999,26.850000,26.850000,0
2001-01-01,27.930000,30.799999,21.469999,22.020000,22.020000,0
2001-02-01,22.389999,30.620001,20.219999,28.350000,28.350000,0
2001-03-01,29.660000,35.450001,24.120001,28.639999,28.639999,0
2001-04-01,29.400000,35.200001,23.010000,25.480000,25.480000,0
2001-05-01,25.459999,26.490000,20.459999,22.639999,22.639999,0
2001-06-01,23.020000,24.420000,18.830000,19.059999,19.059999,0
2001-07-01,19.750000,25.610001,18.740000,21.620001,21.620001,0
2001-08-01,20.969999,25.840000,19.690001,24.920000,24.920000,0
2001-09-01,26.110001,49.349998,24.190001,31.930000,31.930000,0
2001-10-01,33.419998,36.950001,28.110001,33.560001,33.560001,0
2001-11-01,33.970001,34.570000,22.959999,23.840000,23.840000,0
2001-12-01,25.920000,26.379999,21.120001,23.799999,23.799999,0
2002-01-01,23.780001,26.879999,20.400000,21.090000,21.090000,0
2002-02-01,21.120001,27.320000,20.549999,21.590000,21.590000,0
2002-03-01,21.059999,21.120001,17.020000,17.400000,17.400000,0
2002-04-01,18.990000,24.500000,17.730000,21.910000,21.910000,0
2002-05-01,21.440001,22.709999,17.700001,19.980000,19.980000,0
2002-06-01,20.980000,30.980000,20.620001,25.400000,25.400000,0
2002-07-01,25.709999,48.459999,25.629999,32.029999,32.029999,0
2002-08-01,32.770000,45.209999,27.610001,32.639999,32.639999,0
2002-09-01,37.119999,41.860001,33.720001,39.689999,39.689999,0
2002-10-01,37.250000,43.439999,29.690001,31.139999,31.139999,0
2002-11-01,31.570000,32.599998,23.049999,27.500000,27.500000,0
2002-12-01,28.350000,31.200001,25.870001,28.620001,28.620001,0
2003-01-01,28.740000,35.330002,24.020000,31.170000,31.170000,0
2003-02-01,32.450001,35.660000,29.059999,29.629999,29.629999,0
2003-03-01,29.780001,34.400002,27.580000,29.150000,29.150000,0
2003-04-01,29.580000,30.040001,20.260000,21.209999,21.209999,0
2003-05-01,21.350000,22.330000,18.240000,19.469999,19.469999,0
2003-06-01,20.350000,22.809999,18.870001,19.520000,19.520000,0
2003-07-01,20.490000,20.799999,17.650000,19.490000,19.490000,0
2003-08-01,20.059999,23.889999,17.639999,18.629999,18.629999,0
2003-09-01,19.309999,23.260000,17.520000,22.719999,22.719999,0
2003-10-01,22.809999,22.820000,15.790000,16.100000,16.100000,0
2003-11-01,16.330000,19.610001,16.020000,16.320000,16.320000,0
2003-12-01,16.740000,18.860001,14.660000,18.309999,18.309999,0
2004-01-01,17.959999,18.680000,14.010000,16.629999,16.629999,0
2004-02-01,17.450001,18.059999,13.800000,14.550000,14.550000,0
2004-03-01,14.910000,22.670000,13.830000,16.740000,16.740000,0
2004-04-01,16.760000,17.980000,13.860000,17.190001,17.190001,0
2004-05-01,17.690001,20.450001,15.190000,15.500000,15.500000,0
2004-06-01,16.600000,17.040001,13.750000,14.340000,14.340000,0
2004-07-01,14.740000,17.930000,13.340000,15.320000,15.320000,0
2004-08-01,16.420000,19.969999,14.670000,15.290000,15.290000,0
2004-09-01,15.390000,15.980000,13.160000,13.340000,13.340000,0
2004-10-01,13.110000,16.870001,12.600000,16.270000,16.270000,0
2004-11-01,16.430000,16.760000,12.560000,13.240000,13.240000,0
2004-12-01,13.100000,13.740000,11.140000,13.290000,13.290000,0
2005-01-01,13.390000,14.750000,12.290000,12.820000,12.820000,0
2005-02-01,12.800000,13.200000,10.900000,12.080000,12.080000,0
2005-03-01,11.950000,14.890000,11.660000,14.020000,14.020000,0
2005-04-01,13.640000,18.590000,11.200000,15.310000,15.310000,0
2005-05-01,15.450000,17.700001,11.650000,13.290000,13.290000,0
2005-06-01,13.340000,13.340000,10.780000,12.040000,12.040000,0
2005-07-01,11.750000,13.920000,9.880000,11.570000,11.570000,0
2005-08-01,11.750000,14.410000,11.360000,12.600000,12.600000,0
2005-09-01,12.860000,14.390000,11.070000,11.920000,11.920000,0
2005-10-01,12.370000,17.190001,11.980000,15.320000,15.320000,0
2005-11-01,14.850000,15.660000,10.500000,12.060000,12.060000,0
2005-12-01,12.090000,12.440000,10.150000,12.070000,12.070000,0
2006-01-01,12.250000,14.560000,10.810000,12.950000,12.950000,0
2006-02-01,13.030000,13.730000,11.130000,12.340000,12.340000,0
2006-03-01,12.050000,13.340000,10.530000,11.390000,11.390000,0
2006-04-01,11.470000,13.090000,11.020000,11.590000,11.590000,0
2006-05-01,11.830000,19.870001,11.180000,16.440001,16.440001,0
2006-06-01,16.469999,23.809999,12.740000,13.080000,13.080000,0
2006-07-01,13.290000,19.580000,12.770000,14.950000,14.950000,0
2006-08-01,15.490000,16.150000,11.570000,12.310000,12.310000,0
2006-09-01,12.140000,14.490000,10.740000,11.980000,11.980000,0
2006-10-01,12.450000,12.910000,10.440000,11.100000,11.100000,0
2006-11-01,10.930000,12.550000,9.810000,10.910000,10.910000,0
2006-12-01,11.070000,12.680000,9.390000,11.560000,11.560000,0
2007-01-01,12.160000,12.830000,9.870000,10.420000,10.420000,0
2007-02-01,10.320000,19.010000,9.700000,15.420000,15.420000,0
2007-03-01,17.760000,21.250000,11.210000,14.640000,14.640000,0
2007-04-01,14.910000,15.460000,11.460000,14.220000,14.220000,0
2007-05-01,14.100000,14.600000,12.080000,13.050000,13.050000,0
2007-06-01,12.770000,18.980000,12.430000,16.230000,16.230000,0
2007-07-01,16.480000,24.170000,14.670000,23.520000,23.520000,0
2007-08-01,23.709999,37.500000,19.330000,23.379999,23.379999,0
2007-09-01,21.930000,28.820000,16.910000,18.000000,18.000000,0
2007-10-01,18.440001,24.150000,16.080000,18.530001,18.530001,0
2007-11-01,19.889999,31.090000,17.379999,22.870001,22.870001,0
2007-12-01,23.590000,24.860001,18.280001,22.500000,22.500000,0
2008-01-01,22.580000,37.570000,22.110001,26.200001,26.200001,0
2008-02-01,25.660000,29.700001,21.639999,26.540001,26.540001,0
2008-03-01,27.540001,35.599998,22.290001,25.610001,25.610001,0
2008-04-01,25.610001,25.610001,19.209999,20.790001,20.790001,0
2008-05-01,20.780001,20.950001,15.820000,17.830000,17.830000,0
2008-06-01,17.830000,24.559999,17.830000,23.950001,23.950001,0
2008-07-01,25.139999,30.809999,20.730000,22.940001,22.940001,0
2008-08-01,22.660000,23.860001,18.639999,20.650000,20.650000,0
2008-09-01,20.650000,48.400002,20.469999,39.389999,39.389999,0
2008-10-01,39.389999,89.529999,39.389999,59.889999,59.889999,0
2008-11-01,60.169998,81.480003,44.250000,55.279999,55.279999,0
2008-12-01,60.470001,68.599998,37.959999,40.000000,40.000000,0
2009-01-01,39.580002,57.360001,36.880001,44.840000,44.840000,0
2009-02-01,49.419998,53.160000,40.730000,46.349998,46.349998,0
2009-03-01,49.959999,53.250000,38.790001,44.139999,44.139999,0
2009-04-01,45.419998,45.599998,33.680000,36.500000,36.500000,0
2009-05-01,36.500000,36.880001,26.570000,28.920000,28.920000,0
2009-06-01,28.700001,32.770000,25.020000,26.350000,26.350000,0
2009-07-01,25.730000,33.049999,23.000000,25.920000,25.920000,0
2009-08-01,25.920000,28.389999,23.680000,26.010000,26.010000,0
2009-09-01,26.010000,29.570000,22.190001,25.610001,25.610001,0
2009-10-01,25.980000,31.590000,20.100000,30.690001,30.690001,0
2009-11-01,30.700001,31.840000,20.049999,24.510000,24.510000,0
2009-12-01,24.510000,24.510000,19.250000,21.680000,21.680000,0
2010-01-01,21.680000,28.010000,16.860001,24.620001,24.620001,0
2010-02-01,24.330000,29.219999,19.320000,19.500000,19.500000,0
2010-03-01,19.930000,19.940001,16.170000,17.590000,17.590000,0
2010-04-01,17.010000,23.200001,15.230000,22.049999,22.049999,0
2010-05-01,22.410000,48.200001,19.610001,32.070000,32.070000,0
2010-06-01,34.869999,37.380001,22.870001,34.540001,34.540001,0
2010-07-01,34.410000,37.580002,21.860001,23.500000,23.500000,0
2010-08-01,23.070000,28.920000,21.360001,26.049999,26.049999,0
2010-09-01,25.129999,25.129999,20.850000,23.700001,23.700001,0
2010-10-01,22.900000,24.340000,17.900000,21.200001,21.200001,0
2010-11-01,21.650000,23.840000,17.760000,23.540001,23.540001,0
2010-12-01,21.190001,21.430000,15.400000,17.750000,17.750000,0
2011-01-01,17.940001,20.080000,15.370000,19.530001,19.530001,0
2011-02-01,18.590000,23.219999,14.860000,18.350000,18.350000,0
2011-03-01,17.629999,31.280001,17.070000,17.740000,17.740000,0
2011-04-01,16.680000,19.070000,14.270000,14.750000,14.750000,0
2011-05-01,15.070000,20.030001,15.070000,15.450000,15.450000,0
2011-06-01,15.950000,24.650000,15.880000,16.520000,16.520000,0
2011-07-01,16.059999,25.940001,15.120000,25.250000,25.250000,0
2011-08-01,22.629999,48.000000,22.459999,31.620001,31.620001,0
2011-09-01,31.910000,43.869999,30.430000,42.959999,42.959999,0
2011-10-01,44.250000,46.880001,24.440001,29.959999,29.959999,0
2011-11-01,36.029999,37.529999,27.030001,27.799999,27.799999,0
2011-12-01,27.629999,30.910000,20.340000,23.400000,23.400000,0
2012-01-01,22.950001,23.730000,16.799999,19.440001,19.440001,0
2012-02-01,18.680000,21.980000,16.100000,18.430000,18.430000,0
2012-03-01,18.020000,21.240000,13.660000,15.500000,15.500000,0
2012-04-01,16.350000,21.059999,15.020000,17.150000,17.150000,0
2012-05-01,17.270000,25.459999,16.010000,24.059999,24.059999,0
2012-06-01,25.870001,27.730000,16.770000,17.080000,17.080000,0
2012-07-01,17.620001,21.000000,15.450000,18.930000,18.930000,0
2012-08-01,18.799999,19.250000,13.300000,17.469999,17.469999,0
2012-09-01,18.650000,18.959999,13.510000,15.730000,15.730000,0
2012-10-01,16.030001,19.650000,13.670000,18.600000,18.600000,0
2012-11-01,17.770000,19.400000,14.770000,15.870000,15.870000,0
2012-12-01,15.810000,23.230000,15.410000,18.020000,18.020000,0
2013-01-01,15.240000,15.930000,12.290000,14.280000,14.280000,0
2013-02-01,13.370000,19.280001,12.080000,15.510000,15.510000,0
2013-03-01,16.100000,16.820000,11.050000,12.700000,12.700000,0
2013-04-01,13.460000,18.200001,11.990000,13.520000,13.520000,0
2013-05-01,13.880000,16.350000,12.260000,16.299999,16.299999,0
2013-06-01,16.400000,21.910000,14.960000,16.860001,16.860001,0
2013-07-01,16.900000,17.320000,12.070000,13.450000,13.450000,0
2013-08-01,12.890000,17.809999,11.830000,17.010000,17.010000,0
2013-09-01,16.469999,17.490000,12.520000,16.600000,16.600000,0
2013-10-01,16.309999,21.340000,12.340000,13.750000,13.750000,0
2013-11-01,13.460000,14.140000,11.990000,13.700000,13.700000,0
2013-12-01,13.910000,16.750000,11.690000,13.720000,13.720000,0
2014-01-01,14.320000,18.990000,11.810000,18.410000,18.410000,0
2014-02-01,18.570000,21.480000,13.440000,14.000000,14.000000,0
2014-03-01,16.469999,18.219999,13.460000,13.880000,13.880000,0
2014-04-01,13.430000,17.850000,12.600000,13.410000,13.410000,0
2014-05-01,13.640000,14.490000,11.320000,11.400000,11.400000,0
2014-06-01,11.690000,12.890000,10.340000,11.570000,11.570000,0
2014-07-01,11.280000,17.110001,10.280000,16.950001,16.950001,0
2014-08-01,16.670000,17.570000,11.240000,12.090000,12.090000,0
2014-09-01,12.320000,17.080000,11.520000,16.309999,16.309999,0
2014-10-01,16.440001,31.059999,13.720000,14.030000,14.030000,0
2014-11-01,14.410000,15.930000,11.910000,13.330000,13.330000,0
2014-12-01,14.160000,25.200001,11.530000,19.200001,19.200001,0
2015-01-01,17.760000,23.430000,15.520000,20.969999,20.969999,0
2015-02-01,20.889999,22.809999,12.860000,13.340000,13.340000,0
2015-03-01,13.900000,17.190001,12.540000,15.290000,15.290000,0
2015-04-01,15.320000,16.660000,12.120000,14.550000,14.550000,0
2015-05-01,13.980000,16.360001,11.820000,13.840000,13.840000,0
2015-06-01,13.920000,19.799999,11.930000,18.230000,18.230000,0
2015-07-01,16.629999,20.049999,11.710000,12.120000,12.120000,0
2015-08-01,12.850000,53.290001,10.880000,28.430000,28.430000,0
2015-09-01,31.910000,33.820000,17.870001,24.500000,24.500000,0
2015-10-01,23.139999,25.230000,12.800000,15.070000,15.070000,0
2015-11-01,15.410000,20.670000,13.670000,16.129999,16.129999,0
2015-12-01,15.610000,26.809999,14.450000,18.209999,18.209999,0
2016-01-01,22.480000,32.090000,19.250000,20.200001,20.200001,0
2016-02-01,21.320000,30.900000,18.379999,20.549999,20.549999,0
2016-03-01,19.840000,20.170000,13.060000,13.950000,13.950000,0
2016-04-01,15.230000,17.090000,12.500000,15.700000,15.700000,0
2016-05-01,16.330000,17.650000,13.040000,14.190000,14.190000,0
2016-06-01,14.450000,26.719999,12.720000,15.630000,15.630000,0
2016-07-01,15.590000,17.040001,11.400000,11.870000,11.870000,0
2016-08-01,11.890000,14.930000,11.020000,13.420000,13.420000,0
2016-09-01,13.070000,20.510000,11.650000,13.290000,13.290000,0
2016-10-01,13.750000,17.950001,12.210000,17.059999,17.059999,0
2016-11-01,16.540001,23.010000,12.160000,13.330000,13.330000,0
2016-12-01,13.400000,14.720000,10.930000,14.040000,14.040000,0
2017-01-01,14.070000,14.070000,10.300000,11.990000,11.990000,0
2017-02-01,11.790000,12.960000,9.970000,12.920000,12.920000,0
2017-03-01,12.310000,15.110000,10.600000,12.370000,12.370000,0
2017-04-01,12.590000,16.280001,10.220000,10.820000,10.820000,0
2017-05-01,10.920000,16.299999,9.560000,10.410000,10.410000,0
2017-06-01,10.420000,15.160000,9.370000,11.180000,11.180000,0
2017-07-01,11.070000,13.050000,8.840000,10.260000,10.260000,0
2017-08-01,10.190000,17.280001,9.520000,10.590000,10.590000,0
2017-09-01,10.330000,14.060000,9.360000,9.510000,9.510000,0
2017-10-01,9.590000,13.200000,9.110000,10.180000,10.180000,0
2017-11-01,9.790000,14.510000,8.560000,11.280000,11.280000,0
2017-12-01,11.190000,14.580000,8.900000,11.040000,11.040000,0
2018-01-01,10.950000,15.420000,8.920000,13.540000,13.540000,0
2018-02-01,13.050000,50.299999,12.500000,19.850000,19.850000,0
2018-03-01,19.959999,26.219999,13.310000,19.969999,19.969999,0
2018-04-01,21.070000,25.719999,14.570000,15.930000,15.930000,0
2018-05-01,16.000000,18.780001,10.910000,15.430000,15.430000,0
2018-06-01,14.920000,19.610001,11.220000,16.090000,16.090000,0
2018-07-01,17.700001,18.080000,11.440000,12.830000,12.830000,0
2018-08-01,13.090000,16.860001,10.170000,12.860000,12.860000,0
2018-09-01,13.130000,15.630000,11.100000,12.120000,12.120000,0
2018-10-01,11.990000,28.840000,11.340000,21.230000,21.230000,0
2018-11-01,20.959999,23.809999,16.090000,18.070000,18.070000,0
2018-12-01,16.040001,36.200001,15.940000,25.420000,25.420000,0
2019-01-01,27.540001,28.530001,16.540001,16.570000,16.570000,0
2019-02-01,16.629999,17.889999,13.440000,14.780000,14.780000,0
2019-03-01,14.570000,18.330000,12.370000,13.710000,13.710000,0
2019-04-01,13.900000,14.390000,11.030000,13.120000,13.120000,0
2019-05-01,12.860000,23.379999,12.740000,18.709999,18.709999,0
2019-06-01,19.410000,19.750000,13.190000,15.080000,15.080000,0
2019-07-01,13.850000,16.549999,11.690000,16.120001,16.120001,0
2019-08-01,15.410000,24.809999,13.730000,18.980000,18.980000,0
2019-09-01,20.959999,21.150000,13.310000,16.240000,16.240000,0
2019-10-01,16.020000,21.459999,12.270000,13.220000,13.220000,0
2019-11-01,12.500000,14.170000,11.420000,12.620000,12.620000,0
2019-12-01,12.690000,17.990000,11.710000,13.780000,13.780000,0
2020-01-01,13.460000,19.990000,11.750000,18.840000,18.840000,0
2020-02-01,18.639999,49.480000,13.380000,40.110001,40.110001,0
2020-03-01,38.540001,85.470001,24.930000,53.540001,53.540001,0
2020-04-01,57.380001,60.590000,30.540001,34.150002,34.150002,0
2020-05-01,38.169998,40.320000,25.920000,27.510000,27.510000,0
2020-06-01,28.940001,44.439999,23.540001,30.430000,30.430000,0
2020-07-01,30.959999,33.669998,23.549999,24.459999,24.459999,0
2020-08-01,25.750000,27.090000,20.280001,26.410000,26.410000,0
2020-09-01,25.860001,38.279999,24.840000,26.370001,26.370001,0
2020-10-01,25.780001,41.160000,24.030001,38.020000,38.020000,0
2020-11-01,38.570000,38.779999,19.510000,20.570000,20.570000,0
2020-12-01,20.209999,31.459999,19.969999,22.750000,22.750000,0
2021-01-01,23.040001,37.509998,21.090000,33.090000,33.090000,0
2021-02-01,31.450001,33.959999,19.690001,27.950001,27.950001,0
2021-03-01,25.200001,31.900000,18.680000,19.400000,19.400000,0
2021-04-01,18.600000,19.900000,15.380000,18.610001,18.610001,0
2021-05-01,18.650000,28.930000,15.900000,16.760000,16.760000,0
2021-06-01,17.240000,21.820000,14.100000,15.830000,15.830000,0
2021-07-01,15.620000,25.090000,14.250000,18.240000,18.240000,0
2021-08-01,18.160000,24.740000,15.190000,16.480000,16.480000,0
2021-09-01,16.059999,28.790001,15.680000,23.139999,23.139999,0
2021-10-01,24.780001,24.889999,14.840000,16.260000,16.260000,0
2021-11-01,16.850000,28.990000,14.730000,27.190001,27.190001,0
2021-12-01,24.920000,35.320000,16.620001,17.219999,17.219999,0
2022-01-01,17.600000,38.939999,16.340000,24.830000,24.830000,0
2022-02-01,24.570000,37.790001,19.930000,30.150000,30.150000,0
2022-03-01,29.450001,37.520000,18.670000,20.559999,20.559999,0
2022-04-01,20.620001,34.340000,18.450001,33.400002,33.400002,0
2022-05-01,33.349998,36.639999,24.940001,26.190001,26.190001,0
2022-06-01,26.049999,35.049999,23.740000,28.709999,28.709999,0
2022-07-01,29.530001,29.820000,21.209999,21.330000,21.330000,0
2022-08-01,22.410000,27.690001,19.120001,25.870001,25.870001,0
2022-09-01,26.879999,34.880001,22.639999,31.620001,31.620001,0
2022-10-01,33.000000,34.529999,25.750000,25.879999,25.879999,0
2022-11-01,25.959999,26.870001,20.309999,20.580000,20.580000,0
2022-12-01,20.830000,25.840000,18.950001,21.670000,21.670000,0
2023-01-01,23.090000,23.760000,17.969999,19.400000,19.400000,0
2023-02-01,19.620001,23.629999,17.059999,20.700001,20.700001,0
2023-03-01,20.389999,30.809999,18.160000,18.700001,18.700001,0
2023-04-01,19.790001,20.080000,15.720000,15.780000,15.780000,0
2023-05-01,16.410000,21.330000,15.530000,17.950001,17.950001,0
2023-06-01,null,null,null,null,null,null
2023-07-01,null,null,null,null,null,null
2023-08-01,null,null,null,null,null,null
2023-09-01,null,null,null,null,null,null
2023-10-01,null,null,null,null,null,null
2023-11-01,null,null,null,null,null,null
2023-12-01,null,null,null,null,null,null
2024-01-01,null,null,null,null,null,null
2024-02-01,null,null,null,null,null,null
2024-03-01,null,null,null,null,null,null
2024-04-01,null,null,null,null,null,null
2024-04-19,21.330000,21.360001,18.170000,18.709999,18.709999,0
